dia;Operador;Modelo;Placa;Odometro Final;Odometro Inicial;Distancia Diaria;energy;kWh/km
13/06/2024;LALA;BYD T45;LG23179;228;227;1;0,73;0,73
13/06/2024;LALA;BYD T45;RN1592A;17413;17377;36;30,65;0,85
13/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;20316;20233;83;96,94;1,17
13/06/2024;LIVERPOOL;FORD eTransit;35J480;28130;28053;77;17,54;0,23
13/06/2024;LALA;BYD T45;PX1148B;100;100;0;0;NULL
13/06/2024;LALA;JAC E10X;57J996;79;79;0;0;NULL
13/06/2024;PEPSICO;BYD T4C;LA95BN27XN01C0011;906;892;14;3,9;0,28
13/06/2024;LALA;BYD T45;33J082;14452;14444;8;6,42;0,8
13/06/2024;LIVERPOOL;JAC E Sunray;27J202;14013;14013;0;0;NULL
13/06/2024;LALA;BYD T45;RH1593A;14935;14893;42;32,43;0,77
13/06/2024;LALA;JAC E10X;58J364;50;50;0;0;NULL
13/06/2024;LALA;JAC E10X;58J360;50;49;1;0,12;0,12
13/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;254836;254525;311;402,71;1,29
13/06/2024;ANDESMAR;Nissan Leaf;AF305NK;4230;4230;0;0;NULL
13/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;17171;17098;73;60,18;0,82
13/06/2024;LALA;BYD T45;LG23180;235;234;1;0,69;0,69
13/06/2024;LALA;JAC E10X;57J998;111;110;1;0,12;0,12
13/06/2024;LALA;BYD T45;32J974;16493;16453;40;32,47;0,81
13/06/2024;LALA;BYD T45;31J868;17307;17266;41;31,25;0,76
13/06/2024;LALA;BYD T45;LG23176;187;186;1;0,57;0,57
13/06/2024;LALA;BYD T45;LG23186;194;194;0;0;NULL
13/06/2024;CEMEX;Q3MA;14BA7R;11706;11706;0;NULL;NULL
13/06/2024;LALA;BYD T45;LG23191;256;256;0;0;NULL
13/06/2024;LALA;BYD T45;LG26417;13356;13313;43;37,89;0,88
13/06/2024;LALA;JAC E10X;58J036;55;55;0;0;NULL
13/06/2024;HEINEKEN;BYD T018 SWB;19192;10415;10355;60;45,34;0,76
13/06/2024;LALA;JAC E10X;58J362;139;102;37;3,83;0,1
13/06/2024;LALA;BYD T45;PX1147B;116;116;0;0;NULL
13/06/2024;LALA;JAC E10X;58J420;56;56;0;0;NULL
13/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7223;7203;20;11,6;0,58
13/06/2024;LALA;BYD T45;SY3462D;20581;20523;58;30,43;0,52
13/06/2024;LALA;BYD T45;FB0486B;14063;14024;39;27,03;0,69
13/06/2024;LIVERPOOL;Renault Kangoo;33J570;19215;19183;32;4,75;0,15
13/06/2024;LALA;BYD T45;LPESKB3B4N0000078;199;199;0;0;NULL
13/06/2024;LALA;JAC E10X;58J037;83;82;1;0,13;0,13
13/06/2024;SUPREME RESOURCES;BYD T45;A737AG;12819;12782;37;14,29;0,39
13/06/2024;SIGMA ALIMENTOS;JAC E10X;28J438;58645;58645;0;0;NULL
13/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13663;13662;1;NULL;NULL
13/06/2024;LALA;BYD T45;LG23192;212;212;0;0;NULL
13/06/2024;LALA;JAC E10X;58J361;92;92;0;0;NULL
13/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14541;14404;137;NULL;NULL
13/06/2024;UNILEVER;Fotón S3;LG02452;8056;8018;38;20,29;0,53
13/06/2024;DEMOS;Skywell D11;45F111;25623;25547;76;13,41;0,18
13/06/2024;LALA;BYD T45;32J972;16259;16213;46;NULL;NULL
13/06/2024;LIVERPOOL;FORD eTransit;32J307;14197;14043;154;40,24;0,26
14/06/2024;CEMEX;Q3MA;13BA7R;10235;10233;2;NULL;NULL
14/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;247166;247166;0;0;NULL
14/06/2024;LALA;BYD T45;LG23166;206;205;1;0,69;0,69
14/06/2024;LALA;BYD T45;LG23178;188;188;0;0;NULL
14/06/2024;ANDESMAR;Nissan Leaf;AF298KU;7523;7458;65;8,06;0,12
14/06/2024;UNILEVER;Fotón TM3;LG25459;1746;1719;27;9,21;0,34
14/06/2024;LALA;BYD T45;FB0486B;14104;14063;41;28,41;0,69
14/06/2024;LALA;BYD T45;LG23179;261;228;33;24,18;0,73
14/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21553;21524;29;NULL;NULL
14/06/2024;UNILEVER;Fotón S3;LG02465;7925;7884;41;26,08;0,64
14/06/2024;LALA;BYD T45;LG23176;205;187;18;10,34;0,57
14/06/2024;LALA;BYD T45;LG23180;266;235;31;21,48;0,69
14/06/2024;LALA;BYD T45;LG23182;280;262;18;14,97;0,83
14/06/2024;LALA;BYD T45;LG23183;186;186;0;0;NULL
14/06/2024;UNILEVER;Fotón S3;LG02452;8094;8056;38;20,29;0,53
14/06/2024;LALA;BYD T45;LG23185;187;187;0;0;NULL
14/06/2024;SUPREME RESOURCES;BYD T45;A737AG;12913;12819;94;36,29;0,39
14/06/2024;LALA;BYD T45;LG23186;194;194;0;0;NULL
14/06/2024;ANDESMAR;Nissan Leaf;AF640FI;1857;1794;63;NULL;NULL
14/06/2024;LALA;BYD T45;EU2193C;122;122;0;0;NULL
14/06/2024;LALA;BYD T45;LG23190;260;205;55;33,21;0,6
14/06/2024;LALA;BYD T45;LG23191;325;256;69;51,23;0,74
14/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;17242;17171;71;58,53;0,82
14/06/2024;LALA;BYD T45;LG23192;232;212;20;14,45;0,72
14/06/2024;LALA;BYD T45;33J145;15293;15258;35;28,76;0,82
14/06/2024;ANDESMAR;Nissan Leaf;AF640FM;4681;4681;0;NULL;NULL
14/06/2024;BIMBO;BYD T4C;49J620;3169;3123;46;19,82;0,43
14/06/2024;LALA;BYD T45;LG26417;13394;13356;38;33,48;0,88
14/06/2024;LALA;BYD T45;32J981;16486;16443;43;27,24;0,63
14/06/2024;SIGMA ALIMENTOS;JAC E10X;28J439;45481;45393;88;11,88;0,14
14/06/2024;LALA;BYD T45;LPESKB3B4N0000078;199;199;0;0;NULL
14/06/2024;LALA;BYD T45;LPESKB3B6N0000082;196;196;0;0;NULL
14/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;144662;144422;240;39,68;0,17
14/06/2024;LALA;BYD T45;32J974;16532;16493;39;31,66;0,81
14/06/2024;LALA;BYD T45;PX1147B;138;116;22;18,3;0,83
14/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;47051;46958;93;14,6;0,16
14/06/2024;LALA;BYD T45;PX1148B;129;100;29;22,68;0,78
14/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;160962;160770;192;34,63;0,18
14/06/2024;LALA;BYD T45;32J972;16286;16259;27;NULL;NULL
14/06/2024;LALA;BYD T45;RH1593A;14967;14935;32;24,71;0,77
14/06/2024;LALA;BYD T45;31J868;17307;17307;0;0;NULL
14/06/2024;LALA;BYD T45;RN1592A;17454;17413;41;34,91;0,85
14/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;137623;137405;218;42,6;0,2
14/06/2024;LALA;BYD T45;31J867;13761;13727;34;27,6;0,81
14/06/2024;PEPSICO;BYD T4C;LA95BN27XN01C0011;919;906;13;3,62;0,28
14/06/2024;LALA;BYD T45;SY3462D;20624;20581;43;22,56;0,52
14/06/2024;LALA;JAC E10X;57J869;178;115;63;8,31;0,13
14/06/2024;LALA;JAC E10X;57J996;142;79;63;8,11;0,13
14/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;212336;212049;287;371,64;1,29
14/06/2024;LALA;BYD T45;31J773;14434;14434;0;0;NULL
14/06/2024;LALA;BYD T45;31J772;9796;9796;0;0;NULL
14/06/2024;LALA;JAC E10X;57J997;182;95;87;12,02;0,14
14/06/2024;LALA;JAC E10X;57J998;166;111;55;6,56;0,12
14/06/2024;LALA;JAC E10X;58J037;161;83;78;9,8;0,13
14/06/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;156898;156719;179;31,39;0,18
14/06/2024;LALA;BYD T45;16N961;20852;20800;52;31,4;0,6
14/06/2024;LALA;JAC E10X;58J046;161;82;79;11,91;0,15
14/06/2024;HEINEKEN;BYD T018 SWB;19194;12574;12519;55;57,94;1,05
14/06/2024;LALA;JAC E10X;58J360;167;50;117;13,59;0,12
14/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;243765;243461;304;376,53;1,24
14/06/2024;HEINEKEN;BYD T018 SWB;19193;7666;7641;25;22,33;0,89
14/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;251405;251102;303;392,35;1,29
14/06/2024;LALA;JAC E10X;58J361;166;92;74;8,83;0,12
14/06/2024;CEMEX;Q3MA;14BA7R;11706;11706;0;NULL;NULL
14/06/2024;HEINEKEN;BYD T018 SWB;19192;10449;10415;34;25,69;0,76
14/06/2024;LALA;JAC E10X;58J363;133;91;42;5,67;0,14
14/06/2024;LALA;JAC E10X;58J364;109;50;59;7,97;0,14
14/06/2024;DEMOS;Skywell D11;45F111;25761;25623;138;24,34;0,18
14/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;253676;253379;297;367,86;1,24
14/06/2024;LALA;BYD T45;LG23170;207;207;0;0;NULL
14/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7252;7223;29;16,82;0,58
14/06/2024;LALA;JAC E10X;58J420;103;56;47;6,05;0,13
14/06/2024;GRUPO MODELO;VW eDelivery;RD1185A;5154;5153;1;0,92;0,92
14/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;26195;26076;119;141,71;1,19
14/06/2024;LIVERPOOL;FORD eTransit;32J307;14249;14197;52;13,59;0,26
14/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13800;13663;137;NULL;NULL
14/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;252303;252022;281;363,87;1,29
14/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;20416;20316;100;116,79;1,17
14/06/2024;LIVERPOOL;FORD eTransit;35J480;28205;28130;75;17,09;0,23
14/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14674;14541;133;NULL;NULL
14/06/2024;LIVERPOOL;JAC E Sunray;25J829;19858;19774;84;31,74;0,38
14/06/2024;LIVERPOOL;Renault Kangoo;24J527;91028;90920;108;19,6;0,18
14/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;21068;21012;56;65,4;1,17
14/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;20046;19988;58;70,39;1,21
14/06/2024;LIVERPOOL;Renault Kangoo;33J570;19308;19215;93;13,81;0,15
14/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;255113;254836;277;358,69;1,29
14/06/2024;GRUPO MODELO;BYD T018 SWB;RE7710A;21423;21313;110;133,51;1,21
14/06/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;5204;5120;84;NULL;NULL
14/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;22627;22499;128;149,49;1,17
14/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;245888;245666;222;287,47;1,29
14/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21650;21583;67;85,92;1,28
14/06/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;5370;5327;43;NULL;NULL
14/06/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;28038;27950;88;100,76;1,15
14/06/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;24522;24449;73;81,91;1,12
14/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;247599;247334;265;328,23;1,24
15/06/2024;BIMBO;BYD T4C;49J620;3205;3169;36;15,51;0,43
15/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13799;13800;0;NULL;NULL
15/06/2024;LALA;BYD T45;LG26417;13430;13394;36;31,72;0,88
15/06/2024;LALA;BYD T45;32J973;15363;15236;127;110,64;0,87
15/06/2024;HEINEKEN;BYD T018 SWB;19192;10492;10449;43;32,5;0,76
15/06/2024;LIVERPOOL;Renault Kangoo;24J527;91173;91028;145;26,32;0,18
15/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;245888;245888;0;0;NULL
15/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;22709;22627;82;95,77;1,17
15/06/2024;LALA;JAC E10X;58J037;292;161;131;16,45;0,13
15/06/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;5393;5370;23;NULL;NULL
15/06/2024;LALA;BYD T45;PX1148B;155;129;26;20,33;0,78
15/06/2024;LALA;JAC E10X;58J364;187;109;78;10,53;0,14
15/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;244023;243765;258;319,56;1,24
15/06/2024;LALA;JAC E10X;57J997;308;182;126;17,41;0,14
15/06/2024;LALA;BYD T45;32J980;21141;21047;94;69,8;0,74
15/06/2024;LIVERPOOL;JAC E Sunray;25J829;19950;19858;92;34,76;0,38
15/06/2024;LALA;BYD T45;LG23180;297;266;31;21,48;0,69
15/06/2024;LIVERPOOL;Renault Kangoo;33J570;19308;19308;0;0;NULL
15/06/2024;LALA;BYD T45;32J981;16533;16486;47;29,78;0,63
15/06/2024;LALA;JAC E10X;58J361;259;166;93;11,1;0,12
15/06/2024;DEMOS;Skywell D11;45F111;25789;25761;28;4,94;0,18
15/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;161107;160962;145;26,15;0,18
15/06/2024;SIGMA ALIMENTOS;JAC E10X;28J439;45577;45481;96;12,96;0,14
15/06/2024;LALA;BYD T45;31J773;14498;14434;64;55,76;0,87
15/06/2024;LALA;BYD T45;32J972;16314;16286;28;NULL;NULL
15/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;212597;212336;261;337,97;1,29
15/06/2024;ANDESMAR;Nissan Leaf;AF298KU;7588;7523;65;8,06;0,12
15/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;26243;26195;48;57,16;1,19
15/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21702;21650;52;66,68;1,28
15/06/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;157154;156898;256;44,89;0,18
15/06/2024;LALA;JAC E10X;58J360;374;167;207;24,05;0,12
15/06/2024;LALA;BYD T45;LG23176;205;205;0;0;NULL
15/06/2024;CEMEX;Q3MA;14BA7R;11707;11706;1;NULL;NULL
15/06/2024;LALA;BYD T45;16N962;10682;10600;82;66,57;0,81
15/06/2024;LIVERPOOL;FORD eTransit;32J307;14249;14249;0;0;NULL
15/06/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;124602;124596;6;1,05;0,18
15/06/2024;LALA;BYD T45;33J082;14542;14452;90;72,17;0,8
15/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14674;14674;0;NULL;NULL
15/06/2024;HEINEKEN;BYD T018 SWB;19193;7696;7666;30;26,79;0,89
15/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21579;21553;26;NULL;NULL
15/06/2024;LALA;JAC E10X;57J996;231;142;89;11,46;0,13
15/06/2024;LALA;BYD T45;RH1593A;15004;14967;37;28,57;0,77
15/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;251698;251405;293;379,41;1,29
15/06/2024;CEMEX;Q3MA;13BA7R;10236;10235;1;NULL;NULL
15/06/2024;SIGMA ALIMENTOS;BYD T45;LPESKB3BDP0000002;117;117;0;0;NULL
15/06/2024;LALA;BYD T45;31J868;17386;17307;79;60,22;0,76
15/06/2024;LALA;BYD T45;31J774;14278;14202;76;66,21;0,87
15/06/2024;LALA;JAC E10X;57J995;59;59;0;0;NULL
15/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;253927;253676;251;310,89;1,24
15/06/2024;LIVERPOOL;FORD eTransit;35J480;28284;28205;79;18;0,23
15/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;247885;247599;286;354,24;1,24
15/06/2024;LALA;JAC E10X;58J420;191;103;88;11,33;0,13
15/06/2024;LALA;BYD T45;31J780;21340;21340;0;0;NULL
15/06/2024;LALA;JAC E10X;57J869;261;178;83;10,95;0,13
15/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;144780;144662;118;19,51;0,17
15/06/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;28129;28038;91;104,2;1,15
15/06/2024;LALA;BYD T45;SY3462D;20684;20624;60;31,48;0,52
15/06/2024;GRUPO MODELO;BYD T018 SWB;RE7703A;22478;22478;0;0;NULL
15/06/2024;GRUPO MODELO;BYD T018 SWB;RE7710A;21526;21423;103;125,01;1,21
15/06/2024;HEINEKEN;BYD T018 SWB;19194;12624;12574;50;52,67;1,05
15/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;20539;20416;123;143,65;1,17
15/06/2024;LALA;BYD T45;16N961;20909;20852;57;34,42;0,6
15/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;252601;252303;298;385,88;1,29
15/06/2024;LALA;BYD T45;RN1592A;17492;17454;38;32,35;0,85
15/06/2024;LALA;BYD T45;LG23179;301;261;40;29,3;0,73
15/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7288;7252;36;20,88;0,58
15/06/2024;OXXO;BYD T4C;LF-58-948;400;399;1;0,35;0,35
15/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;137952;137623;329;64,28;0,2
15/06/2024;LALA;BYD T45;31J867;13787;13761;26;21,11;0,81
15/06/2024;LALA;BYD T45;32J974;16574;16532;42;34,1;0,81
15/06/2024;ANDESMAR;Nissan Leaf;AF305NK;4230;4230;0;0;NULL
15/06/2024;SUPREME RESOURCES;BYD T45;A737AG;12913;12913;0;0;NULL
15/06/2024;LALA;BYD T45;FB0486B;14137;14104;33;22,87;0,69
15/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;21135;21068;67;78,25;1,17
15/06/2024;LALA;BYD T45;33J145;15323;15293;30;24,65;0,82
15/06/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;5250;5204;46;NULL;NULL
15/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;255408;255113;295;382;1,29
15/06/2024;LALA;JAC E10X;58J036;56;55;1;0,1;0,1
15/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;17280;17242;38;31,33;0,82
15/06/2024;LALA;BYD T45;PX1147B;152;138;14;11,64;0,83
15/06/2024;LALA;JAC E10X;57J998;330;166;164;19,57;0,12
15/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;47152;47051;101;15,86;0,16
15/06/2024;LALA;BYD T45;LG23190;260;260;0;0;NULL
15/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;20129;20046;83;100,74;1,21
16/06/2024;LALA;JAC E10X;58J420;196;191;5;0,64;0,13
16/06/2024;LALA;BYD T45;FB0486B;14137;14137;0;0;NULL
16/06/2024;CEMEX;Q3MA;13BA7R;10236;10236;0;NULL;NULL
16/06/2024;ANDESMAR;Nissan Leaf;AF640FM;4681;4681;0;NULL;NULL
16/06/2024;LALA;BYD T45;33J082;14542;14542;0;0;NULL
16/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;47152;47152;0;0;NULL
16/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7293;7288;5;2,9;0,58
16/06/2024;LALA;BYD T45;31J773;14499;14498;1;0,87;0,87
16/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21580;21579;1;NULL;NULL
16/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;161284;161107;177;31,92;0,18
16/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;145019;144780;239;39,51;0,17
16/06/2024;LALA;BYD T45;31J774;14278;14278;0;0;NULL
16/06/2024;LALA;BYD T45;31J867;13788;13787;1;0,81;0,81
16/06/2024;LALA;BYD T45;32J974;16574;16574;0;0;NULL
16/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21702;21702;0;0;NULL
16/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;22710;22709;1;1,17;1,17
16/06/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;157378;157154;224;39,28;0,18
16/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;20129;20129;0;0;NULL
16/06/2024;LALA;BYD T45;32J973;15363;15363;0;0;NULL
16/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;245889;245888;1;1,29;1,29
16/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;26243;26243;0;0;NULL
16/06/2024;HEINEKEN;BYD T018 SWB;19193;7696;7696;0;0;NULL
16/06/2024;LALA;BYD T45;32J981;16533;16533;0;0;NULL
16/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;20539;20539;0;0;NULL
16/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;21135;21135;0;0;NULL
16/06/2024;LALA;BYD T45;32J972;16314;16314;0;NULL;NULL
16/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;254250;253927;323;400,07;1,24
16/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;255710;255408;302;391,06;1,29
16/06/2024;LALA;BYD T45;32J980;21141;21141;0;0;NULL
16/06/2024;LIVERPOOL;Renault Kangoo;33J570;19309;19308;1;0,15;0,15
16/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;248166;247885;281;348,05;1,24
16/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;252924;252601;323;418,25;1,29
16/06/2024;GRUPO MODELO;BYD T018 SWB;RE7710A;21526;21526;0;0;NULL
16/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;212597;212597;0;0;NULL
16/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;252010;251698;312;404,01;1,29
16/06/2024;ANDESMAR;Nissan Leaf;AF298KU;7723;7588;135;16,74;0,12
16/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;138138;137952;186;36,34;0,2
17/06/2024;LALA;BYD T45;LG23170;207;207;0;0;NULL
17/06/2024;LALA;BYD T45;32J981;16579;16533;46;29,15;0,63
17/06/2024;SIGMA ALIMENTOS;JAC E10X;28J439;45675;45577;98;13,23;0,14
17/06/2024;LALA;BYD T45;LG26417;13458;13430;28;24,67;0,88
17/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;247330;247166;164;212,36;1,29
17/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;255952;255710;242;313,37;1,29
17/06/2024;LALA;JAC E10X;58J364;221;187;34;4,59;0,14
17/06/2024;LALA;BYD T45;33J082;14616;14542;74;59,34;0,8
17/06/2024;BIMBO;BYD T4C;49J620;3242;3205;37;15,94;0,43
17/06/2024;LALA;JAC E10X;58J420;297;196;101;13;0,13
17/06/2024;LALA;BYD T45;LG23185;195;187;8;5,23;0,65
17/06/2024;LALA;BYD T45;33J145;15356;15323;33;27,12;0,82
17/06/2024;GRUPO MODELO;BYD T018 SWB;RE7710A;21570;21526;44;53,4;1,21
17/06/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;5324;5250;74;NULL;NULL
17/06/2024;LALA;BYD T45;LG23192;232;232;0;0;NULL
17/06/2024;SUPREME RESOURCES;BYD T45;A737AG;12913;12913;0;0;NULL
17/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;17316;17280;36;29,68;0,82
17/06/2024;LALA;BYD T45;LG23191;325;325;0;0;NULL
17/06/2024;LALA;BYD T45;LG23190;260;260;0;0;NULL
17/06/2024;LALA;JAC E10X;57J998;402;330;72;8,59;0,12
17/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;22794;22710;84;98,1;1,17
17/06/2024;LALA;BYD T45;16N963;15758;15726;32;19,64;0,61
17/06/2024;LALA;JAC E10X;57J997;414;308;106;14,64;0,14
17/06/2024;UNILEVER;Fotón TM3;LG25459;1801;1746;55;18,77;0,34
17/06/2024;DEMOS;Skywell D11;45F111;25802;25789;13;2,29;0,18
17/06/2024;LALA;JAC E10X;58J361;356;259;97;11,57;0,12
17/06/2024;LALA;BYD T45;31J773;14530;14499;31;27,01;0,87
17/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;212895;212597;298;385,88;1,29
17/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;26299;26243;56;66,68;1,19
17/06/2024;CEMEX;Q3MA;14BA7R;11724;11707;17;NULL;NULL
17/06/2024;LALA;JAC E10X;58J360;565;374;191;22,19;0,12
17/06/2024;LIVERPOOL;FORD eTransit;32J307;14302;14249;53;13,85;0,26
17/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7318;7293;25;14,5;0,58
17/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13868;13799;69;NULL;NULL
17/06/2024;ANDESMAR;Nissan Leaf;AF298KU;7863;7723;140;17,36;0,12
17/06/2024;HEINEKEN;BYD T018 SWB;19193;7717;7696;21;18,76;0,89
17/06/2024;LALA;JAC E10X;57J996;295;231;64;8,24;0,13
17/06/2024;LALA;BYD T45;FB0486B;14167;14137;30;20,79;0,69
17/06/2024;LALA;BYD T45;31J774;14303;14278;25;21,78;0,87
17/06/2024;LALA;BYD T45;31J780;21362;21340;22;13,72;0,62
17/06/2024;LALA;JAC E10X;57J869;310;261;49;6,46;0,13
17/06/2024;HEINEKEN;BYD T018 SWB;19194;12660;12624;36;37,92;1,05
17/06/2024;LALA;BYD T45;SY3462D;20725;20684;41;21,51;0,52
17/06/2024;LALA;BYD T45;LG23179;336;301;35;25,64;0,73
17/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;253170;252924;246;318,55;1,29
17/06/2024;OXXO;BYD T4C;LF-58-948;406;400;6;2,13;0,36
17/06/2024;MERCADO LIBRE;BYD T45;38J602;4710;4710;0;0;NULL
17/06/2024;LALA;BYD T45;31J867;13822;13788;34;27,6;0,81
17/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;138232;138138;94;18,37;0,2
17/06/2024;LALA;BYD T45;16N961;20960;20909;51;30,8;0,6
17/06/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;28321;28129;192;219,84;1,15
17/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;20605;20539;66;77,08;1,17
17/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;252260;252010;250;323,73;1,29
17/06/2024;LALA;BYD T45;RN1592A;17537;17492;45;38,31;0,85
17/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;244317;244023;294;364,15;1,24
17/06/2024;LIVERPOOL;FORD eTransit;35J480;28366;28284;82;18,68;0,23
17/06/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;24604;24522;82;92,01;1,12
17/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21580;21580;0;NULL;NULL
17/06/2024;LALA;BYD T45;31J868;17427;17386;41;31,25;0,76
17/06/2024;LALA;BYD T45;RH1593A;15039;15004;35;27,03;0,77
17/06/2024;LALA;BYD T45;16N962;10708;10682;26;21,11;0,81
17/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14734;14674;60;NULL;NULL
17/06/2024;UNILEVER;Fotón S3;LG02465;7989;7925;64;40,71;0,64
17/06/2024;LALA;BYD T45;32J972;16343;16314;29;NULL;NULL
17/06/2024;LALA;BYD T45;LG23180;333;297;36;24,95;0,69
17/06/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;157478;157378;100;17,54;0,18
