dia;Operador;Modelo;Placa;Odometro Final;Odometro Inicial;Distancia Diaria;energy;kWh/km
09/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;165337;165189;148;26,69;0,18
09/08/2024;LALA;BYD T45;LG23190;1185;1140;45;27,18;0,6
09/08/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;8675;8597;78;NULL;NULL
09/08/2024;LALA;JAC E10X;57J997;4491;4388;103;14,23;0,14
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;23516;23431;85;103,16;1,21
09/08/2024;LALA;BYD T45;LG23192;413;379;34;24,57;0,72
09/08/2024;LALA;JAC E10X;58J360;7512;7380;132;15,34;0,12
09/08/2024;LALA;BYD T45;LG23180;1813;1783;30;20,79;0,69
09/08/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;19731;19694;37;30,5;0,82
09/08/2024;CEMEX;Q3MA;13BA7R;11370;11260;110;NULL;NULL
09/08/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;16708;16578;130;NULL;NULL
09/08/2024;LALA;BYD T45;PX1148B;1379;1348;31;24,25;0,78
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7703A;24174;24091;83;96,94;1,17
09/08/2024;ANDESMAR;Nissan Leaf;AF396WR;22445;22428;17;NULL;NULL
09/08/2024;LALA;BYD T45;16N963;17851;17806;45;27,62;0,61
09/08/2024;LALA;BYD T45;LG26417;14511;14511;0;0;NULL
09/08/2024;HEINEKEN;BYD T018 SWB;19194;14648;14587;61;64,26;1,05
09/08/2024;LALA;BYD T45;LG23176;1783;1752;31;17,8;0,57
09/08/2024;LALA;BYD T45;33J145;16915;16888;27;22,19;0,82
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;25880;25816;64;74,75;1,17
09/08/2024;LALA;BYD T45;31J780;22339;22301;38;23,7;0,62
09/08/2024;LALA;JAC E10X;57J995;1011;971;40;6,66;0,17
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;268530;268291;239;296,03;1,24
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;224857;224594;263;340,56;1,29
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;24244;24151;93;108,61;1,17
09/08/2024;UNILEVER;Fotón TM3;LG25459;2930;2900;30;10,24;0,34
09/08/2024;HEINEKEN;BYD T018 SWB;19193;8775;8752;23;20,54;0,89
09/08/2024;99 MINUTOS;Dayun E3;A781AG;11720;11691;29;NULL;NULL
09/08/2024;LALA;JAC E10X;58J362;1334;1299;35;3,63;0,1
09/08/2024;ANDESMAR;Nissan Leaf;AF640FI;6489;6460;29;NULL;NULL
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;28140;28101;39;46,44;1,19
09/08/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;164991;164874;117;20,52;0,18
09/08/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;6335;6264;71;NULL;NULL
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;261206;260930;276;341,85;1,24
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7702A;6656;6610;46;51,62;1,12
09/08/2024;LALA;BYD T45;32J981;18594;18553;41;25,98;0,63
09/08/2024;LALA;JAC E10X;57J869;2306;2255;51;6,73;0,13
09/08/2024;LALA;JAC E10X;38N097;558;473;85;10,68;0,13
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;28098;28065;33;37,03;1,12
09/08/2024;LALA;BYD T45;EU2280C;171;170;1;0,7;0,7
09/08/2024;LALA;JAC E10X;58J363;2795;2714;81;10,94;0,14
09/08/2024;GRUPO MODELO;VW eDelivery;RD1185A;6064;6064;0;0;NULL
09/08/2024;HEINEKEN;BYD T018 SWB;19192;12356;12306;50;37,79;0,76
09/08/2024;LALA;JAC E10X;38N096;760;634;126;18,99;0,15
09/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;152690;152563;127;21;0,17
09/08/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;17596;17439;157;NULL;NULL
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;24236;24187;49;62,84;1,28
09/08/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;129405;129256;149;26,13;0,18
09/08/2024;LALA;BYD T45;LG23178;364;327;37;23,44;0,63
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;31857;31796;61;69,85;1,15
09/08/2024;LALA;JAC E10X;58J364;1934;1897;37;5;0,14
09/08/2024;SIGMA ALIMENTOS;JAC E10X;28J427;51238;51156;82;12,87;0,16
09/08/2024;LALA;JAC E10X;38N095;511;438;73;7,56;0,1
09/08/2024;UNILEVER;Fotón S3;LG02452;9319;9279;40;21,36;0,53
09/08/2024;LALA;BYD T45;PX1147B;1057;1032;25;20,79;0,83
09/08/2024;SIGMA ALIMENTOS;JAC E10X;28J438;59521;59425;96;15,07;0,16
09/08/2024;LALA;BYD T45;EU2283C;1040;1016;24;14,26;0,59
09/08/2024;LALA;JAC E10X;38N094;696;657;39;4,78;0,12
09/08/2024;SIGMA ALIMENTOS;BYD T45;LPESKB3BDP0000002;200;152;48;24,71;0,51
09/08/2024;LIVERPOOL;JAC E Sunray;25J829;21048;21048;0;0;NULL
09/08/2024;LALA;BYD T45;LG23183;369;325;44;33,98;0,77
09/08/2024;LIVERPOOL;FORD eTransit;32J307;16612;16564;48;12,54;0,26
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;261036;260780;256;317,08;1,24
09/08/2024;LALA;BYD T45;LG23182;942;941;1;0,83;0,83
09/08/2024;LALA;JAC E10X;38N093;649;463;186;29,79;0,16
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7704A;14399;14339;60;81,07;1,35
09/08/2024;LALA;BYD T45;32J972;17667;17659;8;NULL;NULL
09/08/2024;GRUPO MODELO;VW eDelivery;RN4492A;4659;4659;0;0;NULL
09/08/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;145391;145288;103;20,13;0,2
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;267029;266770;259;335,38;1,29
09/08/2024;SIGMA ALIMENTOS;JAC E10X;28J439;49863;49779;84;11,34;0,14
09/08/2024;LALA;JAC E10X;33N826;644;595;49;4,77;0,1
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;260474;260201;273;353,51;1,29
09/08/2024;LALA;BYD T45;EU2281C;693;645;48;25,19;0,52
09/08/2024;UNILEVER;Fotón S3;LG02465;9647;9600;47;29,9;0,64
09/08/2024;GRUPO MODELO;BYD T018 SWB;RE7712A;12036;11996;40;48,55;1,21
09/08/2024;LALA;BYD T45;31J867;15296;15260;36;29,22;0,81
09/08/2024;LIVERPOOL;FORD eTransit;35J480;32023;31917;106;24,15;0,23
09/08/2024;LALA;BYD T45;SY3462D;21421;21370;51;26,76;0,52
09/08/2024;LIVERPOOL;Renault Kangoo;33J570;21874;21826;48;7,13;0,15
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;266846;266582;264;341,85;1,29
09/08/2024;LALA;JAC E10X;58J037;4437;4329;108;13,56;0,13
09/08/2024;LALA;BYD T45;LG23191;1113;1113;0;0;NULL
09/08/2024;LALA;JAC E10X;58J046;1301;1253;48;7,23;0,15
09/08/2024;SUPREME RESOURCES;BYD T45;A737AG;16486;16449;37;14,29;0,39
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;269988;269774;214;277,11;1,29
09/08/2024;ANDESMAR;Nissan Leaf;AF640FM;6820;6817;3;NULL;NULL
09/08/2024;ANDESMAR;Nissan Leaf;AF305NK;4231;4231;0;0;NULL
09/08/2024;LALA;JAC E10X;58J036;1447;1375;72;7,46;0,1
09/08/2024;CEMEX;Q3MA;14BA7R;12542;12422;120;NULL;NULL
10/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;152884;152690;194;32,07;0,17
10/08/2024;LALA;JAC E10X;38N096;825;760;65;9,8;0,15
10/08/2024;LALA;BYD T45;EU2193C;1397;1346;51;34,33;0,67
10/08/2024;SIGMA ALIMENTOS;JAC E10X;28J439;49959;49863;96;12,96;0,14
10/08/2024;LALA;JAC E10X;58J363;2864;2795;69;9,32;0,14
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;28113;28098;15;16,83;1,12
10/08/2024;LALA;BYD T45;LG23179;2081;2045;36;26,37;0,73
10/08/2024;LALA;JAC E10X;33N826;704;644;60;5,84;0,1
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7702A;6728;6656;72;80,79;1,12
10/08/2024;LALA;BYD T45;EU2281C;748;693;55;28,86;0,52
10/08/2024;ANDESMAR;Nissan Leaf;AF396WR;22520;22445;75;NULL;NULL
10/08/2024;CEMEX;Q3MA;14BA7R;12597;12542;55;NULL;NULL
10/08/2024;LALA;JAC E10X;57J869;2384;2306;78;10,29;0,13
10/08/2024;LALA;BYD T45;32J981;18620;18594;26;16,47;0,63
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;257599;257342;257;318,32;1,24
10/08/2024;ANDESMAR;Nissan Leaf;AF640FI;6587;6489;98;NULL;NULL
10/08/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;6366;6335;31;NULL;NULL
10/08/2024;LALA;JAC E10X;57J998;5184;5184;0;0;NULL
10/08/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;165215;164991;224;39,28;0,18
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;260774;260474;300;388,47;1,29
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7712A;12111;12036;75;91,03;1,21
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;28172;28140;32;38,11;1,19
10/08/2024;SIGMA ALIMENTOS;JAC E10X;28J427;51320;51238;82;12,87;0,16
10/08/2024;ANDESMAR;Nissan Leaf;AF640FM;6933;6820;113;NULL;NULL
10/08/2024;LALA;JAC E10X;33N825;117;117;0;0;NULL
10/08/2024;LALA;JAC E10X;58J362;1493;1334;159;16,48;0,1
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;268811;268530;281;348,05;1,24
10/08/2024;LALA;JAC E10X;58J036;1506;1447;59;6,11;0,1
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;24267;24244;23;26,86;1,17
10/08/2024;HEINEKEN;BYD T018 SWB;19193;8795;8775;20;17,86;0,89
10/08/2024;LALA;BYD T45;31J867;15321;15296;25;20,3;0,81
10/08/2024;LALA;BYD T45;LG23166;1542;1541;1;0,69;0,69
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;225112;224857;255;330,2;1,29
10/08/2024;LALA;JAC E10X;57J995;1026;1011;15;2,5;0,17
10/08/2024;HEINEKEN;BYD T018 SWB;19194;14698;14648;50;52,67;1,05
10/08/2024;LALA;BYD T45;SY3462D;21476;21421;55;28,86;0,52
10/08/2024;LALA;BYD T45;31J780;22339;22339;0;0;NULL
10/08/2024;LIVERPOOL;FORD eTransit;35J480;32105;32023;82;18,68;0,23
10/08/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;8686;8675;11;NULL;NULL
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;267120;266846;274;354,8;1,29
10/08/2024;LALA;JAC E10X;57J996;2329;2218;111;14,29;0,13
10/08/2024;LALA;BYD T45;33J145;16943;16915;28;23,01;0,82
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;25942;25880;62;72,41;1,17
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7703A;24214;24174;40;46,72;1,17
10/08/2024;LALA;BYD T45;16N963;17898;17851;47;28,85;0,61
10/08/2024;LALA;JAC E10X;58J037;4545;4437;108;13,56;0,13
10/08/2024;LALA;BYD T45;LG23191;1113;1113;0;0;NULL
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;261408;261202;206;266,75;1,29
10/08/2024;LALA;BYD T45;PX1148B;1407;1379;28;21,9;0,78
10/08/2024;CEMEX;Q3MA;13BA7R;11428;11370;58;NULL;NULL
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;261466;261206;260;322,04;1,24
10/08/2024;LIVERPOOL;Renault Kangoo;33J570;21940;21874;66;9,8;0,15
10/08/2024;ANDESMAR;Nissan Leaf;AF305NK;4231;4231;0;0;NULL
10/08/2024;LALA;JAC E10X;58J360;7687;7512;175;20,33;0,12
10/08/2024;LALA;BYD T45;LG23180;1847;1813;34;23,56;0,69
10/08/2024;DEMOS;Skywell D11;45F111;26955;26955;0;0;NULL
10/08/2024;LALA;BYD T45;LG23192;461;413;48;34,69;0,72
10/08/2024;LALA;JAC E10X;57J997;4602;4491;111;15,34;0,14
10/08/2024;LALA;JAC E10X;58J046;1353;1301;52;7,84;0,15
10/08/2024;LALA;BYD T45;LG23183;410;369;41;31,66;0,77
10/08/2024;LALA;JAC E10X;38N094;744;696;48;5,88;0,12
10/08/2024;LALA;BYD T45;LG23176;1847;1783;64;36,75;0,57
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;261279;261036;243;300,98;1,24
10/08/2024;LALA;BYD T45;EU2283C;1078;1040;38;22,57;0,59
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;270273;269988;285;369,05;1,29
10/08/2024;SIGMA ALIMENTOS;JAC E10X;28J438;59656;59521;135;21,2;0,16
10/08/2024;SUPREME RESOURCES;BYD T45;A737AG;16528;16486;42;16,22;0,39
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;23577;23516;61;74,04;1,21
10/08/2024;GRUPO MODELO;VW eDelivery;RN4492A;4659;4659;0;0;NULL
10/08/2024;LALA;BYD T45;PX1147B;1072;1057;15;12,47;0,83
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7704A;14472;14399;73;98,63;1,35
10/08/2024;LALA;JAC E10X;38N093;731;649;82;13,13;0,16
10/08/2024;LALA;BYD T45;LG23178;399;364;35;22,18;0,63
10/08/2024;LALA;BYD T45;LG23190;1186;1185;1;0,6;0,6
10/08/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;145602;145391;211;41,23;0,2
10/08/2024;LALA;JAC E10X;38N095;578;511;67;6,94;0,1
10/08/2024;LALA;JAC E10X;58J364;2009;1934;75;10,13;0,14
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;31891;31857;34;38,93;1,15
10/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;165559;165337;222;40,04;0,18
10/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;267030;267029;1;1,29;1,29
10/08/2024;LIVERPOOL;FORD eTransit;32J307;16654;16612;42;10,97;0,26
10/08/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;129578;129405;173;30,34;0,18
10/08/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;24260;24236;24;30,78;1,28
10/08/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;17596;17596;0;NULL;NULL
10/08/2024;HEINEKEN;BYD T018 SWB;19192;12394;12356;38;28,72;0,76
11/08/2024;ANDESMAR;Nissan Leaf;AF640FI;6736;6587;149;NULL;NULL
11/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;261279;261279;0;0;NULL
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;31986;31891;95;108,78;1,15
11/08/2024;LALA;BYD T45;LG23179;2081;2081;0;0;NULL
11/08/2024;LALA;BYD T45;EU2283C;1078;1078;0;0;NULL
11/08/2024;LALA;BYD T45;EU2281C;748;748;0;0;NULL
11/08/2024;LALA;BYD T45;LG23183;410;410;0;0;NULL
11/08/2024;LALA;BYD T45;EU2193C;1397;1397;0;0;NULL
11/08/2024;ANDESMAR;Nissan Leaf;AF640FM;6933;6933;0;NULL;NULL
11/08/2024;LALA;BYD T45;41N315;185;185;0;0;NULL
11/08/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;19887;19731;156;128,61;0,82
11/08/2024;LALA;BYD T45;33J145;16943;16943;0;0;NULL
11/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;153068;152884;184;30,42;0,17
11/08/2024;LALA;BYD T45;PX1147B;1072;1072;0;0;NULL
11/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;165706;165559;147;26,51;0,18
11/08/2024;LALA;BYD T45;SY3462D;21476;21476;0;0;NULL
11/08/2024;LALA;BYD T45;31J867;15321;15321;0;0;NULL
11/08/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;145735;145602;133;25,99;0,2
11/08/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;129666;129578;88;15,43;0,18
11/08/2024;LALA;JAC E10X;38N097;558;558;0;0;NULL
11/08/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;165436;165215;221;38,75;0,18
11/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;225437;225112;325;420,84;1,29
11/08/2024;LALA;JAC E10X;57J996;2342;2329;13;1,67;0,13
11/08/2024;CEMEX;Q3MA;13BA7R;11440;11428;12;NULL;NULL
11/08/2024;LALA;JAC E10X;57J997;4602;4602;0;0;NULL
11/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;257599;257599;0;0;NULL
11/08/2024;LALA;JAC E10X;57J998;5184;5184;0;0;NULL
11/08/2024;CEMEX;Q3MA;14BA7R;12612;12597;15;NULL;NULL
11/08/2024;DEMOS;Skywell D11;45F111;26955;26955;0;0;NULL
11/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;267399;267120;279;361,28;1,29
11/08/2024;LALA;JAC E10X;58J046;1353;1353;0;0;NULL
11/08/2024;LALA;JAC E10X;58J360;7687;7687;0;0;NULL
11/08/2024;HEINEKEN;BYD T018 SWB;19193;8795;8795;0;0;NULL
11/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;268812;268811;1;1,24;1,24
11/08/2024;LALA;JAC E10X;58J363;2864;2864;0;0;NULL
11/08/2024;LALA;JAC E10X;58J364;2009;2009;0;0;NULL
11/08/2024;LALA;JAC E10X;58J420;2433;2433;0;0;NULL
11/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;270515;270273;242;313,37;1,29
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;25942;25942;0;0;NULL
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;28172;28172;0;0;NULL
11/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;261119;260774;345;446,74;1,29
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;24267;24267;0;0;NULL
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7712A;12111;12111;0;0;NULL
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7702A;6728;6728;0;0;NULL
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;23577;23577;0;0;NULL
11/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;261728;261408;320;414,37;1,29
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7703A;24214;24214;0;0;NULL
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7710A;23951;23951;0;0;NULL
11/08/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;6366;6366;0;NULL;NULL
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;24260;24260;0;0;NULL
11/08/2024;GRUPO MODELO;BYD T018 SWB;RE7704A;14472;14472;0;0;NULL
11/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;261801;261466;335;414,93;1,24
12/08/2024;LALA;JAC E10X;33N825;117;117;0;0;NULL
12/08/2024;LALA;BYD T45;LPESKB3B4N0000078;200;200;0;0;NULL
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;261403;261119;284;367,75;1,29
12/08/2024;LALA;BYD T45;LG23178;437;399;38;24,08;0,63
12/08/2024;LALA;BYD T45;EU2281C;805;748;57;29,91;0,52
12/08/2024;DEMOS;Yutong E12;DEMO-12M-MTY;51512;51511;1;1,05;1,05
12/08/2024;LALA;JAC E10X;38N094;836;744;92;11,27;0,12
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;24309;24260;49;62,84;1,28
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;31986;31986;0;0;NULL
12/08/2024;LALA;JAC E10X;38N096;881;825;56;8,44;0,15
12/08/2024;LALA;JAC E10X;57J998;5302;5184;118;14,08;0,12
12/08/2024;LALA;BYD T45;LPESKB3B6N0000082;197;197;0;0;NULL
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;267314;267030;284;367,75;1,29
12/08/2024;LALA;BYD T45;LG23180;1876;1847;29;20,1;0,69
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7712A;12150;12111;39;47,33;1,21
12/08/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;145803;145735;68;13,29;0,2
12/08/2024;HEINEKEN;BYD T018 SWB;19193;8823;8795;28;25,01;0,89
12/08/2024;SIGMA ALIMENTOS;JAC E10X;28J427;51402;51320;82;12,87;0,16
12/08/2024;LALA;BYD T45;31J867;15351;15321;30;24,35;0,81
12/08/2024;LALA;JAC E10X;58J046;1396;1353;43;6,48;0,15
12/08/2024;CEMEX;Q3MA;14BA7R;12637;12612;25;NULL;NULL
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;269079;268812;267;330,71;1,24
12/08/2024;LALA;BYD T45;PX1147B;1091;1072;19;15,8;0,83
12/08/2024;ANDESMAR;Nissan Leaf;AF640FM;6950;6933;17;NULL;NULL
12/08/2024;LALA;JAC E10X;57J996;2395;2342;53;6,82;0,13
12/08/2024;LALA;JAC E10X;58J037;4663;4545;118;14,82;0,13
12/08/2024;LALA;BYD T45;EU2193C;1445;1397;48;32,31;0,67
12/08/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;165542;165436;106;18,59;0,18
12/08/2024;ANDESMAR;Nissan Leaf;AF396WR;22558;22520;38;NULL;NULL
12/08/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;16826;16708;118;NULL;NULL
12/08/2024;UNILEVER;Fotón S3;LG02465;9706;9647;59;37,53;0,64
12/08/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;17731;17596;135;NULL;NULL
12/08/2024;LALA;BYD T45;33J145;16960;16943;17;13,97;0,82
12/08/2024;GRUPO MODELO;VW eDelivery;RN4492A;4660;4659;1;0,57;0,57
12/08/2024;GRUPO MODELO;VW eDelivery;RD1185A;6065;6064;1;0,92;0,92
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;257841;257599;242;299,74;1,24
12/08/2024;HEINEKEN;BYD T018 SWB;19192;12413;12394;19;14,36;0,76
12/08/2024;LALA;BYD T45;SY3462D;21542;21476;66;34,63;0,52
12/08/2024;LALA;BYD T45;PX1148B;1439;1407;32;25,03;0,78
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;262014;261728;286;370,34;1,29
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7703A;24273;24214;59;68,91;1,17
12/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;153292;153068;224;37,03;0,17
12/08/2024;LALA;BYD T45;31J866;14031;14031;0;0;NULL
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;25981;25942;39;45,55;1,17
12/08/2024;LIVERPOOL;FORD eTransit;35J480;32187;32105;82;18,68;0,23
12/08/2024;SIGMA ALIMENTOS;JAC E10X;28J439;50053;49959;94;12,69;0,14
12/08/2024;LALA;JAC E10X;33N826;766;704;62;6,04;0,1
12/08/2024;SIGMA ALIMENTOS;JAC E10X;28J438;59748;59656;92;14,44;0,16
12/08/2024;SUPREME RESOURCES;BYD T45;A737AG;16623;16528;95;36,68;0,39
12/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;165889;165706;183;33,01;0,18
12/08/2024;LALA;JAC E10X;38N097;654;558;96;12,06;0,13
12/08/2024;LALA;JAC E10X;57J997;4702;4602;100;13,82;0,14
12/08/2024;DEMOS;Skywell D11;45F111;26955;26955;0;0;NULL
12/08/2024;LALA;BYD T45;31J780;22339;22339;0;0;NULL
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;23668;23577;91;110,45;1,21
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7702A;6786;6728;58;65,08;1,12
12/08/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;129751;129666;85;14,9;0,18
12/08/2024;LALA;JAC E10X;58J364;2042;2009;33;4,46;0,14
12/08/2024;LIVERPOOL;Renault Kangoo;33J570;21997;21940;57;8,46;0,15
12/08/2024;LALA;BYD T45;LG23190;1229;1186;43;25,97;0,6
12/08/2024;LALA;BYD T45;31J772;9966;9966;0;0;NULL
12/08/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;8738;8686;52;NULL;NULL
12/08/2024;LALA;JAC E10X;38N093;770;731;39;6,25;0,16
12/08/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;19925;19887;38;31,33;0,82
12/08/2024;LALA;BYD T45;LG23192;502;461;41;29,63;0,72
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;225733;225437;296;383,29;1,29
12/08/2024;LALA;BYD T45;LG23166;1542;1542;0;0;NULL
12/08/2024;LALA;BYD T45;LG23179;2114;2081;33;24,18;0,73
12/08/2024;LALA;BYD T45;LG23186;264;264;0;0;NULL
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;24328;24267;61;71,24;1,17
12/08/2024;LALA;JAC E10X;57J995;1124;1026;98;16,31;0,17
12/08/2024;UNILEVER;Fotón S3;LG02452;9370;9319;51;27,23;0,53
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;262117;261801;316;391,4;1,24
12/08/2024;LALA;BYD T45;16N963;17939;17898;41;25,17;0,61
12/08/2024;LALA;BYD T45;LG23183;452;410;42;32,43;0,77
12/08/2024;LALA;BYD T45;41N315;185;185;0;0;NULL
12/08/2024;LALA;JAC E10X;58J360;7836;7687;149;17,31;0,12
12/08/2024;LALA;JAC E10X;58J362;1510;1493;17;1,76;0,1
12/08/2024;HEINEKEN;BYD T018 SWB;19194;14739;14698;41;43,19;1,05
12/08/2024;LIVERPOOL;FORD eTransit;32J307;16697;16654;43;11,24;0,26
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;28202;28113;89;99,87;1,12
12/08/2024;LALA;JAC E10X;58J036;1560;1506;54;5,6;0,1
12/08/2024;LALA;BYD T45;EU2283C;1109;1078;31;18,41;0,59
12/08/2024;UNILEVER;Fotón TM3;LG25459;2985;2930;55;18,77;0,34
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;261514;261279;235;291,07;1,24
12/08/2024;LALA;JAC E10X;38N095;584;578;6;0,62;0,1
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7704A;14472;14472;0;0;NULL
12/08/2024;LALA;BYD T45;LG23176;1879;1847;32;18,37;0,57
12/08/2024;CEMEX;Q3MA;13BA7R;11485;11440;45;NULL;NULL
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;267568;267399;169;218,84;1,29
12/08/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;28216;28172;44;52,4;1,19
12/08/2024;LALA;JAC E10X;57J869;2434;2384;50;6,59;0,13
12/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;270795;270515;280;362,57;1,29
