Placa;dia;Modelo;Odómetro Final;Odómetro Inicial;Distancia Diaria;Consumo Promedio [kWh/km];Energía [kWh];Costo Aproximado [$];kgCO2;Scoring;Nro. de Veloc.;Penalización Veloc.;Nro. de Acel.;Penalización Acel.;Nro. de Fren.;Penalización Fren.
RE7708A;31/7/2024;BYD T018 SWB;23844;23811;33;1,28;42,32;66,02;18,2;9.809.999.993.443.480;0;0;2;0.4000000059604645;6;15.000.000.596.046.400
RE7711A;31/7/2024;BYD T018 SWB;22690;22565;125;1,21;151,71;236,67;65,24;9.899.999.997.019.760;0;0;2;0.4000000059604645;3;0.6000000238418579
RE7712A;31/7/2024;BYD T018 SWB;11525;11480;45;1,21;54,62;85,21;23,49;100;0;0;1;0;0;0
RE7713A;31/7/2024;BYD T018 SWB;23508;23418;90;1,17;105,11;163,97;45,2;9.969.999.998.807.900;0;0;1;0;2;0.30000001192092896
RD1185A;31/7/2024;VW eDelivery;5920;5899;21;0,92;19,32;30,14;8,31;100;0;0;0;0;0;0
RN4492A;31/7/2024;VW eDelivery;4496;4464;32;0,57;18,24;28,45;7,84;100;0;0;0;0;0;0
RE7700A;30/7/2024;BYD T018 SWB;25276;25181;95;1,17;110,95;173,08;47,71;9.629.999.986.290.930;0;0;2;0.4000000059604645;12;33.000.001.311.302.100
RE7703A;30/7/2024;BYD T018 SWB;23581;23542;39;1,17;45,55;71,06;19,59;100;0;0;0;0;0;0
RE7706A;30/7/2024;BYD T018 SWB;31207;31207;0;1,15;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;30/7/2024;BYD T018 SWB;23811;23784;27;1,28;34,62;54,01;14,89;9.849.999.994.039.530;0;0;1;0;6;15.000.000.596.046.400
RE7711A;30/7/2024;BYD T018 SWB;22565;22488;77;1,21;93,45;145,78;40,18;992.999.999.821.186;0;0;2;0.4000000059604645;2;0.30000001192092896
RE7712A;30/7/2024;BYD T018 SWB;11480;11433;47;1,21;57,04;88,98;24,53;100;0;0;0;0;0;0
RE7713A;30/7/2024;BYD T018 SWB;23418;23368;50;1,17;58,4;91,1;25,11;9.959.999.999.403.950;0;0;2;0.4000000059604645;0;0
RD1185A;30/7/2024;VW eDelivery;5899;5897;2;0,92;1,84;2,87;0,79;100;0;0;0;0;0;0
RE7700A;29/7/2024;BYD T018 SWB;25181;25181;0;1,17;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7701A;29/7/2024;BYD T018 SWB;27319;27286;33;1,12;37,03;57,77;15,92;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;29/7/2024;BYD T018 SWB;6497;6438;59;1,12;66,2;103,27;28,47;978.999.999.165.535;0;0;1;0;8;21.000.000.834.465.000
RE7703A;29/7/2024;BYD T018 SWB;23542;23518;24;1,17;28,03;43,73;12,05;9.969.999.998.807.900;0;0;0;0;2;0.30000001192092896
RE7706A;29/7/2024;BYD T018 SWB;31207;31133;74;1,15;84,73;132,18;36,43;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;29/7/2024;BYD T018 SWB;23784;23742;42;1,28;53,86;84,02;23,16;100;0;0;0;0;0;0
RE7711A;29/7/2024;BYD T018 SWB;22488;22332;156;1,21;189,34;295,37;81,42;9.819.999.992.847.440;0;0;1;0;7;18.000.000.715.255.700
RE7712A;29/7/2024;BYD T018 SWB;11433;11323;110;1,21;133,51;208,28;57,41;9.919.999.998.807.900;0;0;3;0.800000011920929;1;0
RE7713A;29/7/2024;BYD T018 SWB;23368;23314;54;1,17;63,07;98,39;27,12;9.699.999.988.079.070;0;0;0;0;11;30.000.001.192.092.800
RD1185A;29/7/2024;VW eDelivery;5897;5863;34;0,92;31,28;48,8;13,45;100;0;0;0;0;0;0
RE7700A;28/7/2024;BYD T018 SWB;25181;25181;0;1,17;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;28/7/2024;BYD T018 SWB;6438;6438;0;1,12;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7703A;28/7/2024;BYD T018 SWB;23518;23518;0;1,17;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7706A;28/7/2024;BYD T018 SWB;31133;31093;40;1,15;45,8;71,45;19,69;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;28/7/2024;BYD T018 SWB;23742;23742;0;1,28;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7711A;28/7/2024;BYD T018 SWB;22332;22332;0;1,21;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7712A;28/7/2024;BYD T018 SWB;11323;11323;0;1,21;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7713A;28/7/2024;BYD T018 SWB;23314;23314;0;1,17;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7700A;27/7/2024;BYD T018 SWB;25181;25085;96;1,17;112,12;174,91;48,21;9.879.999.995.231.620;0;0;1;0;5;12.000.000.476.837.100
RE7702A;27/7/2024;BYD T018 SWB;6438;6408;30;1,12;33,66;52,51;14,47;9.819.999.992.847.440;0;0;1;0;7;18.000.000.715.255.700
RE7703A;27/7/2024;BYD T018 SWB;23518;23491;27;1,17;31,53;49,19;13,56;100;0;0;0;0;0;0
RE7706A;27/7/2024;BYD T018 SWB;31093;31091;2;1,15;2,29;3,57;0,98;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;27/7/2024;BYD T018 SWB;23742;23742;0;1,28;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7711A;27/7/2024;BYD T018 SWB;22332;22302;30;1,21;36,41;56,8;15,66;9.819.999.992.847.440;0;0;0;0;7;18.000.000.715.255.700
RE7712A;27/7/2024;BYD T018 SWB;11323;11306;17;1,21;20,63;32,18;8,87;100;0;0;0;0;0;0
RE7713A;27/7/2024;BYD T018 SWB;23314;23258;56;1,17;65,4;102,02;28,12;9.869.999.995.827.670;0;0;2;0.4000000059604645;4;0.9000000357627869
RE7700A;26/7/2024;BYD T018 SWB;25085;25030;55;1,17;64,23;100,2;27,62;9.909.999.996.423.720;0;0;1;0;4;0.9000000357627869
RE7701A;26/7/2024;BYD T018 SWB;27286;27212;74;1,12;83,04;129,54;35,71;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;26/7/2024;BYD T018 SWB;6408;6359;49;1,12;54,98;85,77;23,64;9.969.999.998.807.900;0;0;0;0;2;0.30000001192092896
RE7703A;26/7/2024;BYD T018 SWB;23491;23415;76;1,17;88,76;138,47;38,17;9.919.999.998.807.900;0;0;3;0.800000011920929;1;0
RE7706A;26/7/2024;BYD T018 SWB;31091;30986;105;1,15;120,23;187,56;51,7;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;26/7/2024;BYD T018 SWB;23742;23702;40;1,28;51,3;80,03;22,06;100;0;0;0;0;1;0
RE7711A;26/7/2024;BYD T018 SWB;22302;22234;68;1,21;82,53;128,75;35,49;9.779.999.992.251.390;0;0;2;0.4000000059604645;7;18.000.000.715.255.700
RE7712A;26/7/2024;BYD T018 SWB;11306;11224;82;1,21;99,52;155,25;42,79;100;0;0;1;0;1;0
RE7713A;26/7/2024;BYD T018 SWB;23258;23174;84;1,17;98,1;153,04;42,18;9.609.999.984.502.790;0;0;1;0;14;39.000.001.549.720.700
RN4491A;26/7/2024;VW eDelivery;8119;8118;1;0,58;0,58;0,9;0,25;100;0;0;0;0;0;0
RE7700A;25/7/2024;BYD T018 SWB;25030;24949;81;1,17;94,6;147,58;40,68;9.939.999.997.615.810;0;0;0;0;3;0.6000000238418579
RE7701A;25/7/2024;BYD T018 SWB;27212;27204;8;1,12;8,98;14,01;3,86;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;25/7/2024;BYD T018 SWB;6359;6301;58;1,12;65,08;101,52;27,98;9.909.999.996.423.720;0;0;0;0;4;0.9000000357627869
RE7703A;25/7/2024;BYD T018 SWB;23415;23346;69;1,17;80,59;125,72;34,65;9.959.999.999.403.950;0;0;2;0.4000000059604645;0;0
RE7706A;25/7/2024;BYD T018 SWB;30986;30976;10;1,15;11,45;17,86;4,92;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;25/7/2024;BYD T018 SWB;23702;23641;61;1,28;78,23;122,04;33,64;100;0;0;0;0;1;0
RE7710A;25/7/2024;BYD T018 SWB;23951;23917;34;1,21;41,27;64,38;17,75;100;0;0;0;0;0;0
RE7711A;25/7/2024;BYD T018 SWB;22234;22121;113;1,21;137,15;213,95;58,97;978.999.999.165.535;0;0;1;0;8;21.000.000.834.465.000
RE7712A;25/7/2024;BYD T018 SWB;11224;NULL;NULL;1,21;NULL;NULL;NULL;100;0;0;1;0;1;0
RE7713A;25/7/2024;BYD T018 SWB;23174;23119;55;1,17;64,23;100,2;27,62;9.729.999.989.271.160;0;0;1;0;10;27.000.001.072.883.600
RD1185A;25/7/2024;VW eDelivery;5863;5851;12;0,92;11,04;17,22;4,75;100;0;0;0;0;0;0
RN4491A;25/7/2024;VW eDelivery;8118;8095;23;0,58;13,34;20,81;5,74;100;0;0;0;0;0;0
RN4492A;25/7/2024;VW eDelivery;4464;4439;25;0,57;14,25;22,23;6,13;100;0;0;0;0;0;0
RE7700A;24/7/2024;BYD T018 SWB;24949;24912;37;1,17;43,21;67,41;18,58;9.959.999.999.403.950;0;0;2;0.4000000059604645;0;0
RE7701A;24/7/2024;BYD T018 SWB;27204;27128;76;1,12;85,28;133,04;36,67;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;24/7/2024;BYD T018 SWB;6301;6224;77;1,12;86,4;134,78;37,15;100;0;0;1;0;0;0
RE7703A;24/7/2024;BYD T018 SWB;23346;23288;58;1,17;67,74;105,67;29,13;9.899.999.997.019.760;0;0;2;0.4000000059604645;3;0.6000000238418579
RE7706A;24/7/2024;BYD T018 SWB;30976;30906;70;1,15;80,15;125,03;34,46;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7707A;24/7/2024;BYD T018 SWB;23845;23842;3;1,15;3,44;5,37;1,48;100;0;0;0;0;0;0
RE7708A;24/7/2024;BYD T018 SWB;23641;23571;70;1,28;89,77;140,04;38,6;9.939.999.997.615.810;0;0;0;0;3;0.6000000238418579
RE7709A;24/7/2024;BYD T018 SWB;15534;15485;49;1,31;63,96;99,78;27,5;100;0;0;0;0;0;0
RE7710A;24/7/2024;BYD T018 SWB;23917;23750;167;1,21;202,69;316,2;87,16;9.809.999.993.443.480;0;0;2;0.4000000059604645;6;15.000.000.596.046.400
RE7711A;24/7/2024;BYD T018 SWB;22121;22086;35;1,21;42,48;66,27;18,27;9.939.999.997.615.810;0;0;0;0;3;0.6000000238418579
RE7713A;24/7/2024;BYD T018 SWB;23119;23086;33;1,17;38,54;60,12;16,57;100;0;0;1;0;1;0
RD1185A;24/7/2024;VW eDelivery;5851;5813;38;0,92;34,96;54,54;15,03;100;0;0;0;0;0;0
RN4491A;24/7/2024;VW eDelivery;8095;8095;0;0,58;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7700A;23/7/2024;BYD T018 SWB;24912;24878;34;1,17;39,71;61,95;17,08;100;0;0;1;0;1;0
RE7701A;23/7/2024;BYD T018 SWB;27128;27059;69;1,12;77,42;120,78;33,29;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;23/7/2024;BYD T018 SWB;6224;6193;31;1,12;34,79;54,27;14,96;100;0;0;0;0;1;0
RE7703A;23/7/2024;BYD T018 SWB;23288;23210;78;1,17;91,1;142,12;39,17;100;0;0;0;0;1;0
RE7706A;23/7/2024;BYD T018 SWB;30906;30856;50;1,15;57,25;89,31;24,62;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7709A;23/7/2024;BYD T018 SWB;15485;15386;99;1,31;129,22;201,58;55,56;992.999.999.821.186;0;0;2;0.4000000059604645;2;0.30000001192092896
RE7710A;23/7/2024;BYD T018 SWB;23750;23685;65;1,21;78,89;123,07;33,92;9.879.999.995.231.620;0;0;0;0;5;12.000.000.476.837.100
RE7711A;23/7/2024;BYD T018 SWB;22086;22050;36;1,21;43,69;68,16;18,79;971.999.998.986.721;0;0;2;0.4000000059604645;9;24.000.000.953.674.300
RE7713A;23/7/2024;BYD T018 SWB;23086;23012;74;1,17;86,42;134,82;37,16;9.909.999.996.423.720;0;0;1;0;4;0.9000000357627869
RD1185A;23/7/2024;VW eDelivery;5813;5792;21;0,92;19,32;30,14;8,31;100;0;0;0;0;0;0
RN4492A;23/7/2024;VW eDelivery;4439;4374;65;0,57;37,05;57,8;15,93;9.979.999.999.701.970;2;0.20000000298023224;0;0;0;0
RE7700A;22/7/2024;BYD T018 SWB;24878;24807;71;1,17;82,92;129,36;35,66;100;0;0;0;0;1;0
RE7701A;22/7/2024;BYD T018 SWB;27059;27024;35;1,12;39,27;61,26;16,89;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;22/7/2024;BYD T018 SWB;6193;6103;90;1,12;100,99;157,54;43,43;9.969.999.998.807.900;0;0;0;0;2;0.30000001192092896
RE7703A;22/7/2024;BYD T018 SWB;23210;23097;113;1,17;131,97;205,87;56,75;100;0;0;0;0;1;0
RE7706A;22/7/2024;BYD T018 SWB;30856;30832;24;1,15;27,48;42,87;11,82;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;22/7/2024;BYD T018 SWB;23571;23568;3;1,28;3,85;6,01;1,66;100;0;0;0;0;0;0
RE7709A;22/7/2024;BYD T018 SWB;15386;15315;71;1,31;92,68;144,58;39,85;9.709.999.993.443.480;0;0;6;20.000.000.298.023.200;4;0.9000000357627869
RE7710A;22/7/2024;BYD T018 SWB;23685;23561;124;1,21;150,5;234,78;64,72;9.799.999.994.039.530;0;0;3;0.800000011920929;5;12.000.000.476.837.100
RE7711A;22/7/2024;BYD T018 SWB;22050;22023;27;1,21;32,77;51,12;14,09;9.879.999.995.231.620;0;0;0;0;5;12.000.000.476.837.100
RE7713A;22/7/2024;BYD T018 SWB;23012;22925;87;1,17;101,61;158,51;43,69;9.629.999.986.290.930;0;0;2;0.4000000059604645;12;33.000.001.311.302.100
RD1185A;22/7/2024;VW eDelivery;5792;5743;49;0,92;45,08;70,32;19,38;100;0;0;0;0;0;0
RN4492A;22/7/2024;VW eDelivery;4374;4340;34;0,57;19,38;30,23;8,33;100;0;0;0;0;0;0
RE7700A;21/7/2024;BYD T018 SWB;24807;24807;0;1,17;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;21/7/2024;BYD T018 SWB;6103;6103;0;1,12;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7703A;21/7/2024;BYD T018 SWB;23097;23093;4;1,17;4,67;7,29;2,01;100;0;0;0;0;1;0
RE7706A;21/7/2024;BYD T018 SWB;30832;30779;53;1,15;60,69;94,68;26,1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;21/7/2024;BYD T018 SWB;23568;23568;0;1,28;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7709A;21/7/2024;BYD T018 SWB;15315;15315;0;1,31;0;0;0;100;0;0;0;0;0;0
RE7710A;21/7/2024;BYD T018 SWB;23561;23561;0;1,21;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7711A;21/7/2024;BYD T018 SWB;22023;22023;0;1,21;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7713A;21/7/2024;BYD T018 SWB;22925;22925;0;1,17;0;0;0;100;0;0;0;0;0;0
RD1185A;21/7/2024;VW eDelivery;5743;5743;0;0,92;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7700A;20/7/2024;BYD T018 SWB;24807;24807;0;1,17;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7701A;20/7/2024;BYD T018 SWB;27024;27000;24;1,12;26,93;42,01;11,58;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;20/7/2024;BYD T018 SWB;6103;6064;39;1,12;43,76;68,27;18,82;9.939.999.997.615.810;0;0;1;0;3;0.6000000238418579
RE7703A;20/7/2024;BYD T018 SWB;23093;23015;78;1,17;91,1;142,12;39,17;100;0;0;0;0;1;0
RE7706A;20/7/2024;BYD T018 SWB;30779;30777;2;1,15;2,29;3,57;0,98;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;20/7/2024;BYD T018 SWB;23568;23529;39;1,28;50,01;78,02;21,5;9.939.999.997.615.810;0;0;1;0;3;0.6000000238418579
RE7709A;20/7/2024;BYD T018 SWB;15315;15262;53;1,31;69,18;107,92;29,75;9.969.999.998.807.900;0;0;0;0;2;0.30000001192092896
RE7710A;20/7/2024;BYD T018 SWB;23561;23493;68;1,21;82,53;128,75;35,49;100;0;0;0;0;0;0
RE7711A;20/7/2024;BYD T018 SWB;22023;22000;23;1,21;27,92;43,56;12,01;100;0;0;0;0;0;0
RE7713A;20/7/2024;BYD T018 SWB;22925;22860;65;1,17;75,91;118,42;32,64;9.729.999.989.271.160;0;0;0;0;10;27.000.001.072.883.600
RE7700A;19/7/2024;BYD T018 SWB;24807;24738;69;1,17;80,59;125,72;34,65;9.909.999.996.423.720;0;0;0;0;4;0.9000000357627869
RE7701A;19/7/2024;BYD T018 SWB;27000;26832;168;1,12;188,51;294,08;81,06;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;19/7/2024;BYD T018 SWB;6064;5975;89;1,12;99,87;155,8;42,94;9.909.999.996.423.720;0;0;0;0;4;0.9000000357627869
RE7703A;19/7/2024;BYD T018 SWB;23015;22880;135;1,17;157,67;245,97;67,8;9.959.999.999.403.950;0;0;2;0.4000000059604645;1;0
RE7706A;19/7/2024;BYD T018 SWB;30777;30716;61;1,15;69,85;108,97;30,04;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;19/7/2024;BYD T018 SWB;23529;23485;44;1,28;56,43;88,03;24,26;100;0;0;0;0;0;0
RE7709A;19/7/2024;BYD T018 SWB;15262;15166;96;1,31;125,31;195,48;53,88;9.959.999.999.403.950;0;0;2;0.4000000059604645;1;0
RE7710A;19/7/2024;BYD T018 SWB;23493;23378;115;1,21;139,58;217,74;60,02;9.849.999.994.039.530;0;0;1;0;6;15.000.000.596.046.400
RE7711A;19/7/2024;BYD T018 SWB;22000;21967;33;1,21;40,05;62,48;17,22;9.879.999.995.231.620;0;0;1;0;5;12.000.000.476.837.100
RE7713A;19/7/2024;BYD T018 SWB;22860;22798;62;1,17;72,41;112,96;31,14;9.699.999.988.079.070;0;0;0;0;11;30.000.001.192.092.800
RD1185A;19/7/2024;VW eDelivery;5743;5686;57;0,92;52,44;81,81;22,55;9.979.999.999.701.970;2;0.20000000298023224;0;0;0;0
RN4492A;19/7/2024;VW eDelivery;4340;4307;33;0,57;18,81;29,34;8,09;100;0;0;0;0;0;0
RE7700A;18/7/2024;BYD T018 SWB;24738;24706;32;1,17;37,37;58,3;16,07;9.829.999.995.231.620;0;0;3;0.800000011920929;4;0.9000000357627869
RE7701A;18/7/2024;BYD T018 SWB;26832;26720;112;1,12;125,68;196,06;54,04;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;18/7/2024;BYD T018 SWB;5975;5860;115;1,12;129,04;201,3;55,49;978.999.999.165.535;0;0;1;0;8;21.000.000.834.465.000
RE7703A;18/7/2024;BYD T018 SWB;22880;22824;56;1,17;65,4;102,02;28,12;9.839.999.997.615.810;0;0;5;1.600.000.023.841.850;0;0
RE7706A;18/7/2024;BYD T018 SWB;30716;30642;74;1,15;84,73;132,18;36,43;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;18/7/2024;BYD T018 SWB;23485;23422;63;1,28;80,79;126,03;34,74;9.969.999.998.807.900;0;0;1;0;2;0.30000001192092896
RE7709A;18/7/2024;BYD T018 SWB;15166;15099;67;1,31;87,46;136,44;37,61;100;0;0;1;0;1;0
RE7710A;18/7/2024;BYD T018 SWB;23378;23292;86;1,21;104,38;162,83;44,88;9.939.999.997.615.810;0;0;0;0;3;0.6000000238418579
RE7711A;18/7/2024;BYD T018 SWB;21967;21906;61;1,21;74,04;115,5;31,84;9.649.999.988.079.070;0;0;3;0.800000011920929;10;27.000.001.072.883.600
RE7713A;18/7/2024;BYD T018 SWB;22798;22758;40;1,17;46,72;72,88;20,09;9.869.999.995.827.670;0;0;2;0.4000000059604645;4;0.9000000357627869
RD1185A;18/7/2024;VW eDelivery;5686;5686;0;0,92;0;0;0;100;0;0;0;0;0;0
RN4492A;18/7/2024;VW eDelivery;4307;4279;28;0,57;15,96;24,9;6,86;100;0;0;0;0;0;0
RE7700A;17/7/2024;BYD T018 SWB;24706;24655;51;1,17;59,56;92,91;25,61;9.959.999.999.403.950;0;0;2;0.4000000059604645;1;0
RE7701A;17/7/2024;BYD T018 SWB;26720;26593;127;1,12;142,51;222,32;61,28;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;17/7/2024;BYD T018 SWB;5860;5815;45;1,12;50,49;78,76;21,71;9.879.999.995.231.620;0;0;1;0;5;12.000.000.476.837.100
RE7703A;17/7/2024;BYD T018 SWB;22824;22781;43;1,17;50,22;78,34;21,59;100;0;0;0;0;0;0
RE7706A;17/7/2024;BYD T018 SWB;30642;30518;124;1,15;141,98;221,49;61,05;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;17/7/2024;BYD T018 SWB;23422;23333;89;1,28;114,13;178,04;49,08;9.969.999.998.807.900;0;0;0;0;2;0.30000001192092896
RE7709A;17/7/2024;BYD T018 SWB;15099;14968;131;1,31;170,99;266,74;73,53;9.969.999.998.807.900;0;0;1;0;2;0.30000001192092896
RE7710A;17/7/2024;BYD T018 SWB;23292;23244;48;1,21;58,26;90,89;25,05;992.999.999.821.186;0;0;2;0.4000000059604645;2;0.30000001192092896
RE7711A;17/7/2024;BYD T018 SWB;21906;21870;36;1,21;43,69;68,16;18,79;9.849.999.994.039.530;0;0;1;0;6;15.000.000.596.046.400
RE7713A;17/7/2024;BYD T018 SWB;22758;22683;75;1,17;87,59;136,64;37,66;9.659.999.987.483.020;0;0;2;0.4000000059604645;11;30.000.001.192.092.800
RD1185A;17/7/2024;VW eDelivery;5686;5664;22;0,92;20,24;31,57;8,7;100;0;0;0;0;0;0
RN4492A;17/7/2024;VW eDelivery;4279;4214;65;0,57;37,05;57,8;15,93;100;1;0;0;0;0;0
RE7700A;16/7/2024;BYD T018 SWB;24655;24608;47;1,17;54,89;85,63;23,6;9.969.999.998.807.900;0;0;0;0;2;0.30000001192092896
RE7701A;16/7/2024;BYD T018 SWB;26593;26487;106;1,12;118,94;185,55;51,14;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;16/7/2024;BYD T018 SWB;5815;5735;80;1,12;89,77;140,04;38,6;9.729.999.989.271.160;0;0;1;0;10;27.000.001.072.883.600
RE7703A;16/7/2024;BYD T018 SWB;22781;22694;87;1,17;101,61;158,51;43,69;9.849.999.994.039.530;0;0;1;0;6;15.000.000.596.046.400
RE7706A;16/7/2024;BYD T018 SWB;30518;30412;106;1,15;121,37;189,34;52,19;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;16/7/2024;BYD T018 SWB;23333;23271;62;1,28;79,51;124,04;34,19;100;0;0;1;0;1;0
RE7709A;16/7/2024;BYD T018 SWB;14968;14889;79;1,31;103,12;160,87;44,34;9.719.999.992.847.440;0;0;5;1.600.000.023.841.850;5;12.000.000.476.837.100
RE7710A;16/7/2024;BYD T018 SWB;23244;23193;51;1,21;61,9;96,56;26,62;100;0;0;0;0;1;0
RE7711A;16/7/2024;BYD T018 SWB;21870;21725;145;1,21;175,99;274,54;75,68;9.669.999.986.886.970;0;0;0;0;12;33.000.001.311.302.100
RE7713A;16/7/2024;BYD T018 SWB;22683;22564;119;1,17;138,98;216,81;59,76;9.749.999.991.059.300;0;0;2;0.4000000059604645;8;21.000.000.834.465.000
RE7716A;16/7/2024;BYD T018 SWB;28101;28101;0;1,19;0;0;0;100;0;0;0;0;0;0
RD1185A;16/7/2024;VW eDelivery;5664;5654;10;0,92;9,2;14,35;3,96;100;0;0;0;0;0;0
RN4491A;16/7/2024;VW eDelivery;8095;8079;16;0,58;9,28;14,48;3,99;100;0;0;0;0;0;0
RE7700A;15/7/2024;BYD T018 SWB;24608;24579;29;1,17;33,87;52,84;14,56;100;0;0;0;0;0;0
RE7701A;15/7/2024;BYD T018 SWB;26487;26426;61;1,12;68,45;106,78;29,43;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;15/7/2024;BYD T018 SWB;5735;5603;132;1,12;148,12;231,07;63,69;100;0;0;0;0;1;0
RE7703A;15/7/2024;BYD T018 SWB;22694;22643;51;1,17;59,56;92,91;25,61;100;0;0;0;0;1;0
RE7706A;15/7/2024;BYD T018 SWB;30412;30292;120;1,15;137,4;214,34;59,08;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;15/7/2024;BYD T018 SWB;23271;23187;84;1,28;107,72;168,04;46,32;9.959.999.999.403.950;0;0;2;0.4000000059604645;1;0
RE7710A;15/7/2024;BYD T018 SWB;23193;23127;66;1,21;80,1;124,96;34,44;100;0;0;1;0;0;0
RE7711A;15/7/2024;BYD T018 SWB;21725;21602;123;1,21;149,29;232,89;64,19;9.669.999.986.886.970;0;0;0;0;12;33.000.001.311.302.100
RE7713A;15/7/2024;BYD T018 SWB;22564;22485;79;1,17;92,26;143,93;39,67;9.969.999.998.807.900;0;0;0;0;2;0.30000001192092896
RE7716A;15/7/2024;BYD T018 SWB;28101;28064;37;1,19;44,06;68,73;18,95;9.969.999.998.807.900;0;0;0;0;2;0.30000001192092896
RN4491A;15/7/2024;VW eDelivery;8079;8061;18;0,58;10,44;16,29;4,49;100;0;0;0;0;0;0
RE7700A;14/7/2024;BYD T018 SWB;24579;24579;0;1,17;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7702A;14/7/2024;BYD T018 SWB;5603;5603;0;1,12;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7703A;14/7/2024;BYD T018 SWB;22643;22643;0;1,17;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7706A;14/7/2024;BYD T018 SWB;30292;30255;37;1,15;42,37;66,1;18,22;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7708A;14/7/2024;BYD T018 SWB;23187;23187;0;1,28;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7710A;14/7/2024;BYD T018 SWB;23127;23127;0;1,21;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7711A;14/7/2024;BYD T018 SWB;21602;21602;0;1,21;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7713A;14/7/2024;BYD T018 SWB;22485;22485;0;1,17;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7716A;14/7/2024;BYD T018 SWB;28064;28064;0;1,19;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RD1185A;14/7/2024;VW eDelivery;5654;5653;1;0,92;0,92;1,44;0,4;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RN4491A;14/7/2024;VW eDelivery;8061;8061;0;0,58;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RE7700A;13/7/2024;BYD T018 SWB;24579;24523;56;1,17;65,4;102,02;28,12;9.909.999.996.423.720;0;0;0;0;4;0.9000000357627869
RE7701A;13/7/2024;BYD T018 SWB;26426;26321;105;1,12;117,82;183,8;50,66;NULL;NULL;NULL;NULL;NULL;NULL;NULL
